"Date","Open","High","Low","Close","Volume"
"05/22/2025","6.11","6.73","6.05","6.73","34,354"
"05/21/2025","6.56","6.78","6.18","6.18","48,418"
"05/20/2025","6.861","6.9","6.65","6.71","28,363"
"05/19/2025","6.84","7","6.61","6.9","39,680"
"05/16/2025","6.59","7.04","6.4301","6.94","60,924"
"05/15/2025","6.55","6.605","6.4101","6.5","31,480"
"05/14/2025","5.6","6.76","5.6","6.7","94,036"
"05/13/2025","5.54","5.6391","5.405","5.55","38,644"
"05/12/2025","5.63","5.67","5.33","5.43","27,410"
"05/09/2025","5.5","5.5","5.24","5.25","12,694"
"05/08/2025","5.536","5.65","5.38","5.41","27,219"
"05/07/2025","5.5","5.6899","5.29","5.45","21,379"
"05/06/2025","5.308","5.54","5.3","5.42","26,389"
"05/05/2025","5.13","5.47","5.07","5.4","44,095"
"05/02/2025","5.21","5.23","5.1099","5.2","19,113"
