"Date","Open","High","Low","Close","Volume"
"08/13/2025","284.72","287.09","280.85","287.01","1,974,935"
"08/12/2025","285.11","286.465","280.39","283.03","2,345,718"
"08/11/2025","290.67","292.225","282.96","284.62","2,227,759"
"08/08/2025","293.025","294.54","289.22","290.68","1,540,570"
"08/07/2025","305.75","306.18","288.93","292.99","1,383,166"
"08/06/2025","300.83","305.33","300.15","305.18","1,163,565"
"08/05/2025","303.9","304.25","298.855","299.2","816,198"
"08/04/2025","299.25","302.91","298.985","302.5","933,678"
"08/01/2025","301.26","301.505","294.98","297.02","1,346,177"
"07/31/2025","307.92","309.2","302.24","303.11","1,492,206"
"07/30/2025","306.08","309.81","305.485","308.14","960,712"
"07/29/2025","305.18","307.78","304.43","306.61","1,121,006"
"07/28/2025","304.58","306.11","303.22","304.47","720,252"
"07/25/2025","301.71","304.36","300.07","303.28","1,025,279"
"07/24/2025","301.01","302.29","299.0438","301.1","1,286,983"
"07/23/2025","300.905","302.4","298.49","300.98","1,683,070"
"07/22/2025","296.45","300.6","295.58","299.43","1,198,284"
"07/21/2025","296.09","298.77","294.81","295.16","1,592,107"
"07/18/2025","293.71","297.7","292.3","297.03","2,421,297"
"07/17/2025","289.67","292.38","288.86","292.16","1,639,346"
"07/16/2025","289.79","290.93","286.515","289.47","1,350,047"
"07/15/2025","293.26","294.73","288.65","288.96","1,831,332"
"07/14/2025","298.37","298.37","286.685","294.55","3,745,155"
"07/11/2025","285.61","286.16","279.9","280.39","2,442,001"
"07/10/2025","300","300.48","281.65","286.11","4,699,680"
"07/09/2025","316.07","316.6","300","307.27","2,562,665"
"07/08/2025","317.21","319.13","314.71","314.91","1,457,680"
"07/07/2025","317.73","319.49","313.81","315.31","1,409,761"
"07/03/2025","312.18","318.25","310.34","316.66","836,362"
"07/02/2025","309.88","310.82","306.32","310.34","1,139,562"
"07/01/2025","308.41","312.51","306.15","311.67","2,001,276"
"06/30/2025","307.465","310.23","305.7568","309.57","1,570,557"
"06/27/2025","307.47","309.84","304.86","305.13","1,703,022"
"06/26/2025","303.485","305.76","300.71","304.93","1,159,968"
